doi,title,abstract,author,published,container_title,type,subject,is_referenced_by_count,url,publisher,language,database,string_id,query_bibliographic
10.1201/9781003503781-3,"Introduction to Generative AI, Natural Language Processing, and the Digital Person",,Ravindra Das,2024-7-23,Generative AI,book-chapter,,0,https://doi.org/10.1201/9781003503781-3,CRC Press,en,Crossref,crossref_ia_09,facility management generative AI large language model
10.1109/fllm67465.2025.11391208,Fair and Scalable Resume Screening Using Generative AI,,Shuzhou Liu; Himajit Aithal,2025-11-25,2025 3rd International Conference on Foundation and Large Language Models (FLLM),proceedings-article,,0,https://doi.org/10.1109/fllm67465.2025.11391208,IEEE,,Crossref,crossref_ia_09,facility management generative AI large language model
10.36227/techrxiv.173933050.09104039/v1,"Integrating Large Language Models and Diffusion Models in Generative AI Tasks: Progress, Challenges, and Future Directions","<jats:p>Despite the rapid advancements in generative AI, the integration of Large Language Models (LLMs) with diffusion models remains an underexplored domain, with significant potential for transformative applications across multimodal tasks. This survey addresses this critical gap by providing a comprehensive analysis of recent progress in this integration. Methodologically, the study examines approaches like latent space alignment, prompt engineering, and novel architectures that foster synergy between LLMs and diffusion models. Key findings reveal that while this integration enhances generative capabilities, it introduces challenges, including high computational costs, misalignment of model modalities, data scarcity, and quality control issues. The survey systematically evaluates existing solutions to these challenges, highlighting their strengths, limitations, and practical implications. Emerging trends such as efficient fine-tuning strategies, hybrid architectures, and multimodal data augmentation are identified as promising avenues for future research. By synthesizing current knowledge and offering actionable insights, this survey serves as a valuable resource for researchers and practitioners seeking to explore the combined potential of LLMs and diffusion models. The repository for this survey is publicly available at https://github.com/AnasHXH/Connecting-LLMs-to-Diffusion-Models-A-Survey.</jats:p>",Bilel Benjdira; Anas M Ali; Wadii Boulila; Anis Koubaa,2025-2-12,,posted-content,,0,https://doi.org/10.36227/techrxiv.173933050.09104039/v1,Institute of Electrical and Electronics Engineers (IEEE),,Crossref,crossref_ia_09,facility management generative AI large language model
10.1017/cfl.2024.4,Navigating China’s regulatory approach to generative artificial intelligence and large language models,"<jats:title>Abstract</jats:title>
	  <jats:p>The rapid development of generative artificial intelligence (AI) systems, particularly those fuelled by increasingly advanced large language models, has raised concerns of their potential risks among policymakers globally. In July 2023, Chinese regulators enacted the Interim Measures for the Management of Generative AI Services (“the Measures”). The Measures aim to mitigate various risks associated with public-facing generative AI services, particularly those concerning information content safety and security. China’s approach to regulating AI to date has sought to address the risks associated with rapidly advancing AI technologies while fostering innovation and development. Tensions between these policy objectives are reflected in the provisions of the Measures. As Beijing moves towards establishing a comprehensive legal framework for AI governance, there will be growing interest in how China’s approach may influence AI governance and regulation at a global level.</jats:p>",Mimi Zou; Lu Zhang,2025,Cambridge Forum on AI: Law and Governance,journal-article,,15,https://doi.org/10.1017/cfl.2024.4,Cambridge University Press (CUP),en,Crossref,crossref_ia_09,facility management generative AI large language model
10.26615/978-954-452-098-4-136,LLM Compression: How Far CanWe Go in Balancing Size and Performance?,,; Sahil Sk; Debasish Dhal; ; Sonal Khosla; ; Sk Shahid; ; Sambit Shekhar; ; Akash Dhaka; ; Shantipriya Parida; ; Dilip K. Prasad; ; Ondřej Bojar; ,2025,International Conference Recent Advances in Natural Language Processing; Natural Language Processing in the Generative AI Era,proceedings-article,,0,https://doi.org/10.26615/978-954-452-098-4-136,"Incoma Ltd. Shoumen, BULGARIA",,Crossref,crossref_ia_09,facility management generative AI large language model
10.36227/techrxiv.176540281.10631689/v1,When Generative AI Gets Hacked: A Comprehensive Classification of Cyberattacks on Large Language Models (LLMs) and Their Mitigation Techniques,"<jats:p>Large Language Models (LLMs) have swiftly become prevalent in nearly every aspect of human life due to a combination of technological breakthroughs, practical usability, and rapid integration into everyday tools and workflows. Despite their remarkable capabilities, LLMs pose real challenges in their secure and safe development and deployment; and are vulnerable to various cyberattacks that can compromise their behaviour, outputs, security and performance. Understanding these vulnerabilities and potential cyberattacks on LLMs is essential for ensuring their secure and safe development and deployment. Numerous types of cyberattacks can be launched against LLMs, and there is currently no universally accepted classification system for these cyberattacks, as this remains an evolving area of research. This paper will provide a systematic and broad classification of LLM attacks into four major categories based on its four inherent and important components: input prompt, training data, underlying AI model and output; and these four categories of LLM attacks are: Input (Prompt) Related Cyberattacks, Data (Training) Related Cyberattacks, AI Model (Inference) Related Cyberattacks, and Output (Response) Related Cyberattacks. This paper will discuss all four aforementioned categories of cyberattacks on LLMs in detail including various types of cyberattacks in each category. Subsequently, it will discuss several risks associated with cyberattacks on LLMs. Finally, it will discuss several mitigation techniques for cyberattacks on LLMs. A rigorous examination and taxonomy of diverse cyberattacks targeting LLMs, alongside an analysis of associated risks and mitigation strategies, is poised to yield nuanced and actionable understanding regarding the security and safety landscape of LLMs. Through systematic classification and evaluation, such research will advance the field by illuminating various cyberattacks, vulnerabilities, risks, and defensive measures pertinent to LLM-based systems, thereby supporting more robust deployment and governance of these technologies in sensitive environments.</jats:p>",Dishita Naik; Nitin Naik; Ishita Naik,2025-12-10,,posted-content,,5,https://doi.org/10.36227/techrxiv.176540281.10631689/v1,Institute of Electrical and Electronics Engineers (IEEE),,Crossref,crossref_ia_09,facility management generative AI large language model
10.1007/978-981-95-1050-4_23,A Zero-Trust Hardware Platform for LLMs and Generative AI Edge Applications,"<jats:title>Abstract</jats:title>
                  <jats:p>Generative AI and LLMs require significant computing performance. When used in critical applications like UAVs, UGVs, and other edge devices, they additionally need strong safety and security assurances. A zero-trust SoC hardware platform is crucial for delivering the necessary performance to execute advanced ML models while ensuring safe operation and securing data communication and computation. We propose a zero-trust SoC platform to support the deployment and operation of generative AI and LLMs based on (i) a zero-trust system interconnect, (ii) hardware-level fine-grained real-time analysis, (iii) fault-tolerance in on-chip communications and computation; and (iv) advanced mitigations for side-channel attacks. Our proposal is based on several research projects published in top-notch conferences and journals, a collaboration in a relevant SoC project, and collaborations with relevant industrial partners. Our proposal is based on research projects published in top-notch conferences and journals, a collaboration in a relevant SoC project, and partnerships with relevant industrial partners.</jats:p>",Francesco Restuccia; Davide Rossi; Ryan Kastner,2026,Proceedings of 1st GENZERO Workshop,book-chapter,,0,https://doi.org/10.1007/978-981-95-1050-4_23,Springer Nature Singapore,en,Crossref,crossref_ia_09,facility management generative AI large language model
10.1515/9783111425078-fm,Frontmatter,,,2024-9-9,Generative AI and LLMs,book-chapter,,0,https://doi.org/10.1515/9783111425078-fm,De Gruyter,,Crossref,crossref_ia_09,facility management generative AI large language model
10.1007/979-8-8688-1154-8_8,Adding Intelligence to Large Enterprise Applications,,Arindam Ganguly,2025,Scaling Enterprise Solutions with Large Language Models,book-chapter,,0,https://doi.org/10.1007/979-8-8688-1154-8_8,Apress,en,Crossref,crossref_ia_09,facility management generative AI large language model
10.4324/9781003729068-2,Understanding Generative AI in Plain Language,,Ravitez Dondeti,2026-5-12,Generative AI in Software Development,book-chapter,,0,https://doi.org/10.4324/9781003729068-2,Productivity Press,en,Crossref,crossref_ia_09,facility management generative AI large language model
10.3390/bs16050651,“In ChatGPT-Powered Virtual Influencers We (Dis)Trust?”: The Privacy Paradox and the Double-Edged Sword of Ubiquitous Large Language Model (LLM) Generative AI as a General Purpose Technology (GPT) in a Human-Centered AI Ecosystem,"<jats:p>“Can ChatGPT become a general purpose technology?” “How does the “privacy paradox” play a role in adopting ubiquitous AI technologies in a humane AI ecosystem?” To answer these research questions, this study examined the roles of AI equality, trust in the large language model (LLM) ChatGPT, the need to belong, perceived benefits of ubiquitous AI, and privacy concerns about potentially ubiquitous generative artificial intelligence (GenAI) in a human-centered AI ecosystem. Drawing from the emerging literature on the AI divide (vs. AI equality) and AI-powered digital transformation, cross-sectional survey data were collected from current ChatGPT users. The results of testing PROCESS macro models with 5000 bootstrap samples showed the relationship between AI equality and purchase intention is mediated by trust in ChatGPT and is moderated by the need to belong. Privacy concerns about ChatGPT moderate the relationship between AI equality and perceived benefits of ubiquitous GenAI, which, in turn, mediates the relationship between AI equality and purchase intention. Ethical dilemmas in developing an equitable AI ecosystem, practical implications of the “privacy paradox” for designing trustworthy and ubiquitous AI interfaces in the dynamically evolving AI-powered digital transformation landscape and electronic marketplaces, and theoretical implications of the ChatGPT epidemic in a humane AI ecosystem for the literature on general purpose technology (GPT) are discussed.</jats:p>",Seunga Venus Jin,2026-4-26,Behavioral Sciences,journal-article,,0,https://doi.org/10.3390/bs16050651,MDPI AG,en,Crossref,crossref_ia_09,facility management generative AI large language model
10.47191/ijcsrr/v9-i4-24,Adapting the Five Pillars of Model Risk Management for Generative AI: The GEN-5 Validation Framework,"<jats:p>The emergence of Generative Artificial Intelligence (AI) systems has expanded the boundaries of traditional model development and validation, introducing new dimensions of model risk. Existing Model Risk Management (MRM) standards such as SR 11-7 and SS1/23 remain foundational; however, their application must evolve to address the dynamic and context-dependent behaviour of Large Language Models (LLMs), Retrieval-Augmented Generation (RAG) architectures, and multi-agent environments. These systems pose novel and high-impact risks due to their generative nature, contextual variability, and ability to self-orchestrate actions. Ensuring that such models produce consistent, auditable, and risk-mitigated outcomes has become critical, yet validators face growing challenges in assessing conceptual soundness, monitoring reasoning reliability, and evaluating control effectiveness within existing MRM frameworks.

This paper proposes GEN-5, a five-pillar validation and assurance framework that adapts established Model Risk Management (MRM) principles to the unique behaviours and risks of Generative AI, RAG pipelines, and multi-component AI systems. GEN-5 provides a standardized template and actionable methodology for assessing conceptual soundness, performance accuracy, outcome reliability, control effectiveness, and continuous monitoring across AI-driven environments. It integrates both qualitative and quantitative evaluation techniques—including hallucination detection, prompt robustness, retrieval fidelity, semantic consistency, and reasoning stability—while emphasizing the essential role of governance, safety guardrails, and control assurance. By extending traditional MRM rigor to modern AI architectures, GEN-5 offers practitioners a policy-aligned, technically grounded approach for identifying, evaluating, and mitigating the novel risks introduced by Generative and enterprise-scale AI use cases.</jats:p>",Dr. Nabanita Sinha,2026-4-20,International Journal of Current Science Research and Review,journal-article,,0,https://doi.org/10.47191/ijcsrr/v9-i4-24,Everant Journals,,Crossref,crossref_ia_09,facility management generative AI large language model
10.21428/e4baedd9.f6a0052d,The Science of Language in the Era of Generative AI,,Roger Levy; Yoon Kim; Danny Fox,2025-5-6,An MIT Exploration of Generative AI,journal-article,,0,https://doi.org/10.21428/e4baedd9.f6a0052d,PubPub,en,Crossref,crossref_ia_09,facility management generative AI large language model
10.1109/gaclm67198.2025.11231821,Leveraging Multi-Model Linguistic Fusion for Enhanced AI Text Generation Evasion,,Afsar Khan; Sailesh Rajagopalan,2025-8-18,2025 2nd International Generative AI and Computational Language Modelling Conference (GACLM),proceedings-article,,3,https://doi.org/10.1109/gaclm67198.2025.11231821,IEEE,,Crossref,crossref_ia_09,facility management generative AI large language model
10.20944/preprints202603.1382.v1,The Job Characteristics Model in the Age of Large Language Models: A Multi-Architecture Analysis of AI-Augmented Work Design,"<jats:p>Large language models (LLMs) are rapidly transforming knowledge work, yet their implications for fundamental work design theory remain underexplored. This study examines how LLM integration affects the Job Characteristics Model (JCM), a foundational framework linking work design to employee outcomes. Using hierarchical linear modeling with a comprehensive simulated dataset (N = 10,000 knowledge workers across 30 organizational contexts), we analyze five major LLM architectures (GPT-4o, o1-preview, Gemini 1.5 Pro, Claude 3.5 Sonnet, and open-weight models) under varying implementation conditions. Results demonstrate that LLM augmentation substantially enhances core job characteristics—particularly skill variety (+0.95 SD on average, ranging  to +1.15 SD for multimodal architectures), task significance (+0.63 SD),  and feedback quality (+0.71 SD)—with architecture-specific patterns  emerging based on reasoning capabilities, multimodal integration, and  customization options. The motivating potential score (MPS) increased by  approximately 61% on average (from baseline M=106 to M=170), with effects  moderated by growth need strength (GNS), override authority levels, and  advanced AI features. Multi-architecture portfolios achieved 23% higher  MPS gains than single-architecture implementations (η² = 0.19, p &amp;lt; 0.001)  but required 127% greater implementation investment. Trajectory analyses  revealed sustained improvements over 24 months, with high-GNS workers  showing accelerating benefits while low-GNS workers plateaued after 12  months. These findings suggest LLMs can fundamentally enrich work design  when thoughtfully implemented, though benefits depend critically on architecture selection, worker characteristics, and organizational support structures. We propose an expanded theoretical framework integrating AI capabilities into JCM constructs and discuss implications for human-AI work design.</jats:p>",Jonathan H. Westover,2026-3-18,,posted-content,,0,https://doi.org/10.20944/preprints202603.1382.v1,MDPI AG,,Crossref,crossref_ia_09,facility management generative AI large language model
10.55041/ijsrem17792,Redefining Software Development: Fine-Tuning Generative AI and Large Language Models for Intelligent Automation,"<jats:p>This study explores the
transformative impact of Generative AI and Large
Language Models (LLMs) on software development
by leveraging intelligent automation. It delves into
sophisticated methods for refining LLMs to enhance
code generation, improve adaptive learning abilities,
and support autonomous software engineering
processes [1] [2]. This study investigates how these
technologies can be integrated into current
development workflows to tackle issues such as code
quality, scalability, and ethical concerns. Innovative
strategies to boost model performance have been
introduced, such as targeted data augmentation and
domain-specific pre-training. The results showed
notable advancements in the accuracy, efficiency,
and adaptability of code generation across various
programming languages and frameworks. Finally,
the study discusses the implications of these
developments for future software development and
outlines a roadmap for further research and
industrial implementation.
Keywords — Generative AI, Large Language
Models, Intelligent Automation, Software
Development, Code Generation, Adaptive Learning,
Autonomous Engineering, Data Augmentation,
Domain-Specific Pre-trainings, Transfer Learning,
Code Quality, Ethical Considerations.</jats:p>",; Subhasis Kundu,2023-2-19,INTERANTIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT,journal-article,,0,https://doi.org/10.55041/ijsrem17792,Edtech Publishers (OPC) Private Limited,,Crossref,crossref_ia_09,facility management generative AI large language model
10.1016/j.jobe.2026.115416,A data-driven predictive maintenance framework for smart buildings: Integrating digital twin and machine learning in HVAC systems,,Ruonan Wang,2026-2,Journal of Building Engineering,journal-article,,3,https://doi.org/10.1016/j.jobe.2026.115416,Elsevier BV,en,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.55248/gengpi.07.0526.d13256,A Hybrid AI Approach for Predictive Maintenance in Manufacturing Using Machine Learning and Digital Twin-Based Failure Forecasting,,Dr. Arvind Dagur; Shivanshu Singh; Tej Pratap Singh,2026-5,International Journal of Research Publication and Reviews,journal-article,,0,https://doi.org/10.55248/gengpi.07.0526.d13256,Genesis Global Publication,,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.2514/6.2026-111629,Real-Time Digital Twin Implementation for Predictive Maintenance of UAVs Using Embedded Sensor Fusion and Machine Learning,,Naren Pai,2026-1,2026 Regional Student Conferences,proceedings-article,,0,https://doi.org/10.2514/6.2026-111629,American Institute of Aeronautics and Astronautics,,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.1201/9781003610151-13,Predictive Maintenance of Machine Tools Using Digital Twin,,Hurair Tariq; Ali Nasir,2025-10-23,Digital Twinning for Discrete Manufacturing,book-chapter,,0,https://doi.org/10.1201/9781003610151-13,CRC Press,en,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.1201/9781003569046-10,Blockchain-Based Digital Twin for Predictive Maintenance of Machines Using Machine Learning,,D. Vinodha; E. A. Mary Anita; Padmavathy Thirunavukkarasu; P. Geetha,2025-1-3,Blockchain-Based Digital Twins,book-chapter,,0,https://doi.org/10.1201/9781003569046-10,Apple Academic Press,en,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.2139/ssrn.5733504,Cross-Domain Digital Twin Architecture for Predictive Maintenance via Machine Learning and Large Language Models,,John Williams; Gerald Jones; Thomas Berg; Luke Birt; Ashley Stowe; Xueping Li,2025,,posted-content,,0,https://doi.org/10.2139/ssrn.5733504,Elsevier BV,,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.1515/9783110778861-001,Chapter 1 What Is Digital Twin? Digital Twin Concept and Architecture,,,2023-9-4,Digital Twins,book-chapter,,0,https://doi.org/10.1515/9783110778861-001,De Gruyter,,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.1117/12.3090729,Reinforcement learning-driven adaptive teaching engine for building equipment digital twin,,Shao Shuwen; Chu Guixun,2025-11-19,"International Conference on Machine Learning, Neural Networks, and Computer Software (MLNNCS  2025)",proceedings-article,,0,https://doi.org/10.1117/12.3090729,SPIE,,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.1080/27525783.2025.2533863,Machine learning and digital twin assisted temperature prediction during additive manufacturing process,,Xin Lin; Rui Lu; Jinrong Mao; Kunpeng Zhu,2025-10-2,Digital Twin,journal-article,,6,https://doi.org/10.1080/27525783.2025.2533863,Informa UK Limited,en,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.1515/9783110778861-005,"Chapter 5 Machine Learning, AI, and IoT to Construct Digital Twin",,,2023-9-4,Digital Twins,book-chapter,,0,https://doi.org/10.1515/9783110778861-005,De Gruyter,,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.65455/30tg2482,Data-Driven Predictive Maintenance of Permanent Magnet Synchronous Motor Systems Using Explainable Machine Learning and Digital Twin Architecture,"<jats:p>Permanent magnet synchronous motors (PMSMs) are widely used in industrial automation, robotics, electric drives, and intelligent manufacturing, yet their maintenance still depends heavily on threshold alarms and periodic inspection. This paper presents a data-driven predictive maintenance framework for PMSM systems by integrating explainable machine learning with a digital twin architecture. A self-consistent synthetic PMSM digital twin dataset is constructed to represent thermal, electrical, mechanical, control-related, and aging degradation signals, including winding temperature, vibration RMS, current harmonic distortion, q-axis current ripple, DC-link voltage ripple, speed tracking error, flux-linkage index, insulation resistance, load ratio, and operating hours. Random Forest, XGBoost, and LightGBM are trained to classify the motor health state into healthy, warning, and fault conditions. The results show that LightGBM achieves the best held-out performance, with 95.00% accuracy, 0.9256 macro F1-score, and 0.9914 macro ROC-AUC. A 5-fold stratified cross-validation experiment confirms the stability of the model, while an ablation study verifies the contribution of thermal, mechanical, electrical, control, and aging feature groups. An additional AI4I 2020 benchmark validation is included to test whether the modeling pipeline generalizes to a public predictive-maintenance dataset. SHAP analysis indicates that winding temperature, vibration RMS, insulation resistance, speed error, and current harmonic distortion are dominant contributors to fault prediction. Finally, a deployable digital twin architecture is proposed for automation scenarios. The study provides a reproducible simulation-based reference for intelligent motor-drive maintenance under Industry 4.0.</jats:p>",Zhuopeng Gao,2026-6-30,Applied Artificial Intelligence Research,journal-article,,0,https://doi.org/10.65455/30tg2482,China Science and Technology Development Press,,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.1061/9780784485910.152,Digital Twin-Enabled Visualization of Carbon Emissions in Building Operation and Maintenance,,Yu Chen; Xincong Yang,2025-3-26,ICCREM 2024,proceedings-article,,0,https://doi.org/10.1061/9780784485910.152,American Society of Civil Engineers,,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.2139/ssrn.4334476,Analysing the Decisions Involved in Building a Digital Twin for Predictive Maintenance,,Hazel Carlin; Paul Goodall; Bob Young; Andrew West,2023,,posted-content,,0,https://doi.org/10.2139/ssrn.4334476,Elsevier BV,,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.1007/978-3-030-02203-7_13,Fleet-Wide Proactive Maintenance of Machine Tools,"<jats:title>Abstract</jats:title><jats:p>Fleet-wide proactive maintenance characterizes all services that are made available to the users to help them to operate, supervise and maintain a fleet of systems. These services can be, for a general manager of a fleet, a dashboard of all the systems’ business indicators or, for a technical manager, a dashboard of all the systems’ maintenance and health status. At the bottom level of the pyramidal hierarchy, a technical operator should have a fast overview of the systems’ status and should be alerted at the right time when a system needs to be checked. Nowadays, more and more data and information are available on machine tools which should be treated and analysed to extract the right information for the right people at the right time. To achieve this goal, a fleet-wide proactive maintenance platform requires several main business services to have an understandable view of the system by all users and, thus, save time for decision-making during diagnosis and prognosis analysis.</jats:p>",Flavien Peysson; Christophe Mozzati; David Leon; Quentin Lafuste; Jean-Baptiste Leger,2019,Twin-Control,book-chapter,,4,https://doi.org/10.1007/978-3-030-02203-7_13,Springer International Publishing,en,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.1016/j.procs.2025.03.236,Advanced Predictive Maintenance of Phoenix Contact Relays: A Digital Twin and Machine Learning Approach,,Modi Shivang Bhaskarkumar; Bagavathi Sivakumar P,2025,Procedia Computer Science,journal-article,,2,https://doi.org/10.1016/j.procs.2025.03.236,Elsevier BV,en,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.51219/jaimld/moshood-yahaya/06,Maintenance of Aging Offshore Assets - A Digital Twin Approach,,Moshood Yahaya; Takao Maruyama; Alex Umagba; Sebastian Obeta,2023-3-31,"Journal of Artificial Intelligence, Machine Learning and Data Science",journal-article,,0,https://doi.org/10.51219/jaimld/moshood-yahaya/06,United Research Forum,,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.1016/j.meadig.2025.100018,Bridging gray-box modeling and machine learning: A digital twin approach to refrigeration system identification and predictive maintenance,,Robert Pędzik; Mikołaj Suchoń; Tomasz Barszcz,2025-12,Measurement: Digitalization,journal-article,,1,https://doi.org/10.1016/j.meadig.2025.100018,Elsevier BV,en,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.1109/icm63406.2024.10815781,Optimizing Industrial System From Machine Learning to Digital Twin-Driven Predictive Maintenance,,Labchiri Fatima Ezzahra; Hidila Zineb; Fentis Ayoub; Fabrice Monteiro; Rjoub Abdoul; Amana Abdennasser,2024-12-14,2024 International Conference on Microelectronics (ICM),proceedings-article,,3,https://doi.org/10.1109/icm63406.2024.10815781,IEEE,,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.1515/9783110778861-011,Chapter 11 Digital Twin Simulator,,,2023-9-4,Digital Twins,book-chapter,,0,https://doi.org/10.1515/9783110778861-011,De Gruyter,,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.1016/b978-0-12-820793-2.00007-0,Digital twin predictive maintenance strategy based on machine learning improving facility management in built environment,,S. Agostinelli; A. Heydari,2022,Artificial Neural Networks for Renewable Energy Systems and Real-World Applications,book-chapter,,4,https://doi.org/10.1016/b978-0-12-820793-2.00007-0,Elsevier,en,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.3390/architecture5020029,A Cloud-Based Framework for Creating Scalable Machine Learning Models Predicting Building Energy Consumption from Digital Twin Data,"<jats:p>Digital Twins (DTs) of buildings can generate large volumes of dynamic data from various sources (e.g., sensors and IoT devices), enabling real-time representation of physical building states in a digital environment. Although machine learning (ML) techniques are increasingly used to predict building energy consumption from this DT data, existing approaches often lack scalability in handling data growth (data scalability) and/or adapting to evolving data patterns (model scalability). This study aims to address both drawbacks by developing a scalable cloud-based framework for the prediction of the building energy consumption. A key contribution to the field is the inclusion of a “monitoring and maintenance” module, which continuously evaluates model performance and triggers retraining only when needed. This enables timely adaptation of the ML model while avoiding unnecessary retraining and the associated computational costs. The framework was implemented and tested in a case study of a commercial building for 90 days, demonstrating its applicability. In a practical setting, the developed model could detect anomalies in time when the accuracy declined below the set threshold (70%) for five days and prevented unnecessary retraining of ML models. The findings support the feasibility of using cloud-based approaches to implement scalable ML models for energy prediction in buildings.</jats:p>",Elham Mahamedi; Alaeldin Suliman; Martin Wonders,2025-4-23,Architecture,journal-article,,1,https://doi.org/10.3390/architecture5020029,MDPI AG,en,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.3390/buildings15101584,Digital Twin-Enabled Building Information Modeling–Internet of Things (BIM-IoT) Framework for Optimizing Indoor Thermal Comfort Using Machine Learning,"<jats:p>As the world moves toward a low-carbon future, a key challenge is improving buildings’ energy performance while maintaining occupant thermal comfort. Emerging digital tools such as the Internet of Things (IoT) and Building Information Modeling (BIM) offer significant potential, enabling precise monitoring and control of building systems. However, integrating these technologies into a unified Digital Twin (DT) framework remains underexplored, particularly in relation to thermal comfort. Additionally, real-world case studies are limited. This paper presents a DT-based system that combines BIM and IoT sensors to monitor and control indoor comfort in real time through an easy-to-use web platform. By using BIM spatial and geometric data along with real-time data from sensors, the system visualizes thermal comfort using a simplified Predicted Mean Vote (sPMV) index. Furthermore, it also uses a hybrid machine learning model that combines Facebook Prophet and Long Short-Term Memory (LSTM) to predict the future indoor environmental parameters. The framework enables Model Predictive Control (MPC) while providing building managers with a scalable tool to collect, analyze, visualize, and optimize thermal comfort data in real time.</jats:p>",Fahad Iqbal; Shayan Mirzabeigi,2025-5-8,Buildings,journal-article,,10,https://doi.org/10.3390/buildings15101584,MDPI AG,en,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.1080/27525783.2025.2553129,Deep learning enhances digital twin of machine tools: a case study on improving grinding accuracy for large shaft,,Dong Wang; Liping Wang; Hongli Yang; Yun Zhang; Xuekun Li,2025-10-2,Digital Twin,journal-article,,3,https://doi.org/10.1080/27525783.2025.2553129,Informa UK Limited,en,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.1515/9783110778861-009,Chapter 9 Security in Digital Twin,,,2023-9-4,Digital Twins,book-chapter,,0,https://doi.org/10.1515/9783110778861-009,De Gruyter,,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.1515/9783110778861-010,Chapter 10 Implementation of Digital Twin,,,2023-9-4,Digital Twins,book-chapter,,0,https://doi.org/10.1515/9783110778861-010,De Gruyter,,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.1515/9783110778861-003,Chapter 3 Modelling of Digital Twin,,,2023-9-4,Digital Twins,book-chapter,,0,https://doi.org/10.1515/9783110778861-003,De Gruyter,,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.1515/9783110778861-004,Chapter 4 Digital Twin and IoT,,,2023-9-4,Digital Twins,book-chapter,,0,https://doi.org/10.1515/9783110778861-004,De Gruyter,,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.71443/9789349552586-10,Data Driven Modelling and Digital Twin Frameworks for Predictive Maintenance of Implantable Pacemaker Systems,"<jats:p>Implantable pacemaker systems play a vital role in managing cardiac arrhythmias, yet their long-term reliability depends on maintenance strategies that can detect faults and hardware degradation before they pose risks to patient safety. Conventional maintenance relies on scheduled check-ups and threshold-based telemetry monitoring, which often lack the predictive power to anticipate failures proactively. This chapter explores how data driven modelling and digital twin frameworks can transform pacemaker maintenance from a reactive to a predictive paradigm. By leveraging continuous streams of physiological signals and device telemetry, advanced machine learning models can identify early signs of battery depletion, lead fracture, or circuit anomalies. The concept of a digital twin—a real-time, virtual replica of the implantable device—extends this capability by simulating the pacemaker’s behavior under various scenarios, enabling clinicians to forecast potential issues and plan timely interventions. Key considerations include designing lightweight, energy-efficient AI models, securing wireless telemetry through robust IoT infrastructures, and ensuring compliance with medical privacy standards. Challenges such as limited on-device processing power, explainable AI requirements, and clinical validation pathways are also discussed. This chapter lays a foundation for future research and practical development of predictive maintenance strategies for next-generation cardiac implantable devices.</jats:p>",Satwik Chatterjee; Madhuri Vagal,2025-8-20,Machine Learning and Artificial Intelligence in Implantable Pacemaker Technology for Intelligent Cardiovascular Health,book-chapter,,0,https://doi.org/10.71443/9789349552586-10,RADemics Research Institute,,Crossref,crossref_ia_10,digital twin building maintenance machine learning
10.58830/ozgur.pub746,"Predictive Maintenance and Digital Transformation: AI, Machine Learning, IoT, and Digital TwinBased Models","<jats:p>In today’s world, where industrial production processes are rapidly digitalizing and being reshaped by intelligent systems, predictive maintenance systems have become not merely an option but an indispensable component of competitive manufacturing. This book addresses the transformation from traditional maintenance approaches to AI supported autonomous systems through a scientifically grounded and application-oriented perspective.
Throughout the book, a wide range of topics is covered from the fundamental principles of predictive maintenance to data analytics, machine learning algorithms, digital twins, explainable AI (XAI), hybrid models, sustainability, and sectoral applications. Each chapter has been structured to respond to the needs of both academic and industrial readers, supported by up-to-date literature.
The aim of this work is not only to provide in-depth knowledge on predictive maintenance but also to serve as a guiding resource for engineers, researchers, and decision-makers who wish to explore and develop the maintenance strategies of the future.
With the light of science, in pursuit of more reliable, efficient, and sustainable production systems…</jats:p>",Mehmet Ali Guvenc,2025-6-11,,monograph,,0,https://doi.org/10.58830/ozgur.pub746,Özgür Yayınları,en,Crossref,crossref_ia_10,digital twin building maintenance machine learning
