id_unico,criterio_agrupamento,n_registros_agrupados,bases_origem,strings_origem,titulos_originais,ids_brutos_agrupados
REG_05524,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,Evaluation of resource-based rural sewage treatment system driven by clean energy in Northwest China,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05531|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00166|WOS::WOS_NUCLEO_04_20260708_part01.ris::00031
REG_05529,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,Forecasting building operation dynamics using a Physics-Informed Spatio-Temporal Graph Neural Network (PISTGNN) ensemble,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05536|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00168|WOS::WOS_NUCLEO_04_20260708_part01.ris::00396
REG_05530,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,"Exploring Circular Economy Strategies in Buildings: Evaluating Feasibility, Stakeholders Influence, and the Role of the Building Lifecycle in Effective Adoption",SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05537|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00171|WOS::WOS_NUCLEO_04_20260708_part01.ris::00486
REG_05532,titulo_normalizado,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,O&M Innovation in the Power Sector: The Latest Tools Redefining Asset Optimization,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05539|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00169
REG_05533,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,"Resilience Regeneration Priorities for Old Blocks Based on Public Satisfaction: A Case Study of Beijing, China",SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05540|WOS::WOS_NUCLEO_01_20260708_part01.ris::00595
REG_05537,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Economic Optimal Dispatch of Networked Hybrid Renewable Energy Microgrid,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05544|WOS::WOS_NUCLEO_01_20260708_part01.ris::00508
REG_05541,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Net benefit-oriented condition-based maintenance for lithium-ion battery packs in SGLS systems: Combining degradation updating and decision-making,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05548|WOS::WOS_NUCLEO_01_20260708_part01.ris::00500
REG_05544,doi_e_titulo,3,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario|scopus_nucleo_a3_priorizacao_estrategia_manutencao,Scalable Machine Learning Architectures for IPA-Driven Maintenance Task Allocation in Large-Scale Building Portfolios,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05551|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00081|SCOPUS::scopus_nucleo_a3_priorizacao_estrategia_manutencao_raw.csv::00099
REG_05545,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Implementation of augmented reality and mixed reality applications for smart facilities management: a systematic review,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05552|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00173
REG_05546,doi_e_titulo,4,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_01|wos_nucleo_04,Life cycle assessment applied to facility management of exposed steel frames - case study || Life cycle assessment applied to facility management of exposed steel frames – case study,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05553|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00172|WOS::WOS_NUCLEO_01_20260708_part01.ris::00156|WOS::WOS_NUCLEO_04_20260708_part01.ris::00069
REG_05548,doi_e_titulo,5,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a3_priorizacao_estrategia_manutencao|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_01|wos_nucleo_04,Transforming high-rise residential maintenance: a 3D spatio-temporal model utilizing Industry 4.0 and lean principles,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05555|SCOPUS::scopus_nucleo_a3_priorizacao_estrategia_manutencao_raw.csv::00100|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00174|WOS::WOS_NUCLEO_01_20260708_part01.ris::00376|WOS::WOS_NUCLEO_04_20260708_part01.ris::00479
REG_05551,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,A Review on Sustainable Facilities Management Practices for Green Buildings,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05558|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00181|WOS::WOS_NUCLEO_04_20260708_part01.ris::00380
REG_05554,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,BIM-Enabled Lifecycle Carbon Emission Modeling and Optimization Strategies for Sustainable Building Design,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05561|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00203
REG_05558,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,Applications of Digital Technologies in Promoting Sustainable Construction Practices: A Literature Review,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05565|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00201|WOS::WOS_NUCLEO_04_20260708_part01.ris::00147
REG_05559,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Exploiting digital twins for occupancy and energy optimisation for office buildings,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05566|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00229
REG_05560,doi_e_titulo,4,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_02|wos_nucleo_04,Energy monitoring retrofit in a multi-building complex,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05567|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00206|WOS::WOS_NUCLEO_02_20260708_part01.ris::00331|WOS::WOS_NUCLEO_04_20260708_part01.ris::00212
REG_05561,doi_e_titulo,4,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_01|wos_nucleo_04,Role of user behavior and maintenance practices in operational performance of green buildings,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05568|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00240|WOS::WOS_NUCLEO_01_20260708_part01.ris::00002|WOS::WOS_NUCLEO_04_20260708_part01.ris::00485
REG_05563,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario|wos_nucleo_02,Enhancing Urban Building Energy Simulations: Advanced Evaluation of Stochastic Occupancy Models with Real Occupancy Data,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05570|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00105|WOS::WOS_NUCLEO_02_20260708_part01.ris::00318
REG_05582,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,Environmental effectiveness of energy retrofits and regulatory implications: The case of an Italian multi-family house || Environmental effectiveness of energy retrofits and regulatory implications: the case of an Italian multi-family house,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05589|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00216|WOS::WOS_NUCLEO_04_20260708_part01.ris::00361
REG_05583,titulo_normalizado,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,ASSESSING THE SALVAGE VALUE OF GREEN COMPONENTS IN MALAYSIAN BUILDINGS,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05590|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00192
REG_05585,doi_e_titulo,2,Crossref|Scopus,crossref_nucleo_a2|scopus_nucleo_a1_manutencao_sustentabilidade,Documenting the Existing Building Through BIM: A Structured Information Management System for Facility Management and Energy Efficiency,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05592|CROSSREF::crossref_nucleo_a2_raw.csv::00107
REG_05587,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Bridging methodological gaps in building life cycle assessment: a case study in the Indian context,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05594|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00189
REG_05588,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Thermal energy storage in building envelopes using phase-change materials,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05595|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00233
REG_05597,doi_e_titulo,3,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a3_priorizacao_estrategia_manutencao|scopus_nucleo_a4_gestao_ativos_ciclo_vida,BUILDING CONDITION ASSESSMENT FOR SCHOOL BUILDING,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05604|SCOPUS::scopus_nucleo_a3_priorizacao_estrategia_manutencao_raw.csv::00102|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00180
REG_05598,doi_e_titulo,5,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a3_priorizacao_estrategia_manutencao|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_01|wos_nucleo_04,A Literature Review of H-BIM Strategy for Construction Maintenance,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05605|SCOPUS::scopus_nucleo_a3_priorizacao_estrategia_manutencao_raw.csv::00103|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00193|WOS::WOS_NUCLEO_01_20260708_part01.ris::00106|WOS::WOS_NUCLEO_04_20260708_part01.ris::00149
REG_05603,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,IoT Integration for Facility Management in Smart Enterprises,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05610|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00178
REG_05604,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Analysis of Digital Tool Implementation in Building Operations †,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05611|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00182
REG_05607,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,EXPLORING CURRENT RESEARCH GAPS AND OPPORTUNITIES IN FACILITY MANAGEMENT FOR CONSTRUCTION,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05614|WOS::WOS_NUCLEO_01_20260708_part01.ris::00097
REG_05608,doi_e_titulo,2,Crossref|Scopus,crossref_nucleo_a2|scopus_nucleo_a1_manutencao_sustentabilidade,Internet of Things (IoT) for Facility Management Innovations in Smart Building Operation,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05615|CROSSREF::crossref_nucleo_a2_raw.csv::00020
REG_05610,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,GPR-Former: Context-Aware Moisture Detection,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05617|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00197
REG_05612,doi_e_titulo,3,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario|scopus_nucleo_a3_priorizacao_estrategia_manutencao,LIFE CYCLE COST (LCC) OF UNIVERSITY BUILDING MAINTENANCE: A SYSTEMATISED REVIEW,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05619|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00095|SCOPUS::scopus_nucleo_a3_priorizacao_estrategia_manutencao_raw.csv::00101
REG_05613,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Potential for Integrating Post-Construction Facility Management with BIM in Steel Building Projects in the Middle East,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05620|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00175
REG_05614,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,Key influencing factors of 6D BIM to enhance the sustainability performance of residential BIPV in China,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05621|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00185|WOS::WOS_NUCLEO_04_20260708_part01.ris::00117
REG_05616,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Facilities management strategies for public real estate portfolios in Brazil: a cluster analysis using t-SNE and K-means,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05623|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00184
REG_05619,doi_e_titulo,4,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_01|wos_nucleo_04,Life cycle sustainability assessment (LCSA) for selection of sewer pipe materials,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05626|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00176|WOS::WOS_NUCLEO_01_20260708_part01.ris::00039|WOS::WOS_NUCLEO_04_20260708_part01.ris::00022
REG_05623,titulo_normalizado,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,THE DELPHI TECHNIQUE ANALYSIS ON EVALUATION OF CRITICAL SUCCESS FACTOR IN FACILITIES MANAGEMENT FOR ICONIC BUILDING IN MALAYSIA,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05630|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00177
REG_05624,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Research on the whole life cycle attribute decision method for gearbox product design based on WLS and TOPSIS,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05631|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00190
REG_05625,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Modern BIM Implementations on Hospitals Life Cycle Management: Systematic review,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05632|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00186
REG_05631,titulo_normalizado,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario,Net-Zero by Retrofit: Data-Driven Construction Facilities Upgrades for Yarmouk University’s Campus,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05638|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00104
REG_05632,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01|wos_nucleo_02,Integration of technology in decision-making in university facilities management: a literature review,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05639|WOS::WOS_NUCLEO_01_20260708_part01.ris::00241|WOS::WOS_NUCLEO_02_20260708_part01.ris::00276
REG_05636,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Life Cycle Assessment and Cost Analysis of Ammonia Storage Systems for Shipboard Fuel Applications: The NH3Craft Project,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05643|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00179
REG_05643,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Digital Twins for Improving Buildings Performances: A Literature Review Methodology Use Case,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05650|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00208
REG_05644,titulo_normalizado,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Digital Transformation of Marinas through BIM-Based Lifecycle Management,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05651|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00196
REG_05646,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Leveraging Asset Master Data for Canadian Municipalities: Project Overview and Findings,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05653|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00227
REG_05648,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a3_priorizacao_estrategia_manutencao,Reconstruction of the road bridge on Monte Cassino Avenue in Koszalin,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05655|SCOPUS::scopus_nucleo_a3_priorizacao_estrategia_manutencao_raw.csv::00104
REG_05654,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario,Cyber Community-Based Facilities Management: A Conceptual Framework for Improving Sustainability in Higher Education Institutions,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05661|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00084
REG_05655,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario,CONTRACTORS’ READINESS FOR ENERGY AWARENESS IN GOVERNMENT BUILDINGS: EVIDENCE FROM MALAYSIA,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05662|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00099
REG_05657,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,Analysis of the LCA-Emergy and Carbon Emissions Sustainability Assessment of a Building System with Coupled Energy Storage Modules,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05664|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00199|WOS::WOS_NUCLEO_04_20260708_part01.ris::00159
REG_05659,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Creating a Circular Economy (CE) Approach Through the Integration of Digital Technologies (DT) in the Prefabricated Timber Industry (PTI),SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05666|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00211
REG_05665,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Determination of Indicators Level of Service (LoS) for Building Asset Management,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05672|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00200
REG_05668,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,An LCA-BIM integrated framework for life cycle carbon emissions assessment of bridges || An LCA–BIM integrated framework for life cycle carbon emissions assessment of bridges,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05675|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00187|WOS::WOS_NUCLEO_04_20260708_part01.ris::00094
REG_05673,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,Life cycle environmental impact assessment of bridges based on comparison of different construction schemes,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05680|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00191|WOS::WOS_NUCLEO_04_20260708_part01.ris::00136
REG_05677,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Research on Procurement Strategy of 500kV Transformers and Gas Insulated Switchgear Based on LCC,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05684|WOS::WOS_NUCLEO_01_20260708_part01.ris::00175
REG_05678,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Research on the Algorithm of Intelligent Management of the Whole Life Cycle of Buildings Based on the Integration of BIM and Internet of Things (IoT),SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05685|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00195
REG_05680,doi_e_titulo,5,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_02|wos_nucleo_04,"Built to Suit Contracts for Brazilian Public Institutions: A Case Study of a Performance-Based Approach to Durable, Accessible and Sustainable Facility Occupation",SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05687|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00100|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00188|WOS::WOS_NUCLEO_02_20260708_part01.ris::00083|WOS::WOS_NUCLEO_04_20260708_part01.ris::00154
REG_05685,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,Reliability analysis and life cycle costing of rooftop solar photovoltaic (PV) system operating in a composite environment,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05692|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00183|WOS::WOS_NUCLEO_04_20260708_part01.ris::00088
REG_05686,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,Externality Assessment of an Onshore Wind Farm || Externality Assessment of an Onshore Wind Farm,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05693|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00204|WOS::WOS_NUCLEO_04_20260708_part01.ris::00150
REG_05687,titulo_normalizado,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Survey on Enhancing Product Lifecycle Sustainability with Reinforcement Learning for Optimal Decision Making,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05694|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00205
REG_05688,doi_e_titulo,3,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Integrated Environmental and Economic Assessment for the Replacement of the Flooring System in a Public Educational Building,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05695|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00091|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00194
REG_05705,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Sustainability and Profitability in Social Housing: Evaluation of a Bioclimatic Envelope for Warm Tropical Climates,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05712|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00210
REG_05706,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario,"Integrating artificial intelligence, building information modeling, and augmented reality to enhance facility maintenance",SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05713|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00103
REG_05707,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01|wos_nucleo_04,Integrating interdependency effects into coastal bridge resilience against hurricane-induced waves within a life-cycle context,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::05714|WOS::WOS_NUCLEO_01_20260708_part01.ris::00071|WOS::WOS_NUCLEO_04_20260708_part01.ris::00231
